,mode,N,p,d,sig2e,beta,re_prior,q_spatial,sig2b0_spatial,sig2b1_spatial,sig2bs_identical,thresh,experiment,exp_type,mse_X,sig2e_est,sig2b_spatial_est0,sig2b_spatial_est1,n_epochs,time
197,spatial2,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,4,pca-ohe,2.019680855,,,,,30.45217633
198,spatial2,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,4,vae-ignore,1.277694348,,,,200,86.53194571
199,spatial2,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,4,vae-embed,1.388742142,,,,200,93.44860578
200,spatial2,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,4,lmmvae,1.210497118,,0.078061968,,200,158.2538223
201,spatial2,100000,100,1,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,0,svgpvae-10-16-2,1.857474859,,,,199,506.555006
202,spatial2,100000,100,1,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,1,svgpvae-10-16-2,1.818765695,,,,199,505.1237986
203,spatial2,100000,100,1,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,2,svgpvae-10-16-2,1.748825672,,,,199,498.7003496
204,spatial2,100000,100,1,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,3,svgpvae-10-16-2,1.951055848,,,,199,498.1203182
205,spatial2,100000,100,1,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,4,svgpvae-10-16-2,1.851421305,,,,199,497.7277079
206,spatial2,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,0,svgpvae-10-16-2,2.374508342,,,,199,971.9439166
207,spatial2,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,1,svgpvae-10-16-2,2.265352986,,,,199,945.747092
208,spatial2,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,2,svgpvae-10-16-2,2.318328643,,,,199,944.5485802
209,spatial2,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,3,svgpvae-10-16-2,2.50379939,,,,199,964.4650366
210,spatial2,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,4,svgpvae-10-16-2,2.345875394,,,,199,962.1598728
211,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,0,svgpvae-10-16-2,1.537080941,,,,199,495.7130632
212,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,1,svgpvae-10-16-2,1.592438771,,,,199,495.6589842
213,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,2,svgpvae-10-16-2,1.491231343,,,,199,490.9974093
214,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,3,svgpvae-10-16-2,1.659948289,,,,199,503.9828925
215,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,4,svgpvae-10-16-2,1.508900573,,,,199,496.6825309
216,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,0,svgpvae-10-16-2,2.106014508,,,,199,934.465977
217,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,1,svgpvae-10-16-2,1.809554734,,,,199,953.030998
218,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,2,svgpvae-10-16-2,2.019506302,,,,199,765.9800208
219,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,3,svgpvae-10-16-2,1.810084582,,,,199,755.6428497
220,spatial2,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,4,svgpvae-10-16-2,2.070513691,,,,199,756.2364979
221,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,svgpvae-10-16-2,7.272518534,,,,199,514.5183554
222,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,svgpvae-10-16-2,7.999997034,,,,199,494.8312373
223,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,svgpvae-10-16-2,6.057318278,,,,199,499.6070895
224,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,svgpvae-10-16-2,5.835769807,,,,199,507.9937768
225,spatial2,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,svgpvae-10-16-2,7.520216823,,,,199,503.1361544
226,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,svgpvae-10-16-2,8.8798102,,,,199,950.9565222
227,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,svgpvae-10-16-2,,,,,199,968.6393633
228,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,svgpvae-10-16-2,35.20703215,,,,199,960.441761
229,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,svgpvae-10-16-2,34.70610626,,,,199,955.9451246
230,spatial2,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,svgpvae-10-16-2,34.05817271,,,,199,978.6309986
231,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,0,svgpvae-10-16-2,2.674083475,,,,199,499.47347
232,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,1,svgpvae-10-16-2,2.509836143,,,,199,488.1012647
233,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,2,svgpvae-10-16-2,2.309581587,,,,199,497.6652086
234,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,3,svgpvae-10-16-2,2.564547457,,,,199,492.6530395
235,spatial2,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,4,svgpvae-10-16-2,2.840894695,,,,199,489.8769021
236,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,0,svgpvae-10-16-2,18.18915883,,,,199,926.7214773
237,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,1,svgpvae-10-16-2,3.409356257,,,,199,742.3457143
238,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,2,svgpvae-10-16-2,,,,,199,739.3503001
239,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,3,svgpvae-10-16-2,8.512293123,,,,199,737.9959042
240,spatial2,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,4,svgpvae-10-16-2,2.956585471,,,,199,736.8533735
